video_id,frame_count,width,height,question,answer,qid,type,a0,a1,a2,a3,a4
2411016012,756,640,480,how did the people warm themselves in door,thick clothing,0,DO,keep jumping,thick clothing,lady open tap,covered with blanket,lean against wall
2413341572,2181,640,480,why does the man in red hoodie put his both hands up nearing the end,instructed by bespectacled man,4,CW,instructed by bespectacled man,need to play the drum,acknowledge,on ship,tourist
2509406389,2697,500,375,how did the cat get up to the sink,jump to toilet bowl then sink,4,CH,jump to toilet bowl then sink,climbing up,hugged by man,with its paws,smell the camera
9069281283,303,640,360,what did the man in black do as the man in brown walked up the stairs,watch him,1,TC,eat the jelly,watch him,camera,happy,look towards the man speaking
10542271055,602,640,360,what did the girl in brown do after the girl in blue pointed at a direction in the middle of the video,swing her arms,5,TN,smiles at the baby,run away,pick up something,swing her arms,pick up leaves
4154183202,783,640,360,how does the girl keep herself from falling down,hold onto toy for support,8,CH,hold onto toy for support,mask,thick clothes,hold her hand,hold onto table
4943421690,1101,640,360,how does the girl control the direction of the toy vehicle at the start of the video,turn the handle bars,1,CH,pull the rope,hold up string,with support of the toy,turn the handle bars,using her toes
4828801987,2697,640,360,what occasion is going to happen,music performance,6,DO,music performance,birthday,prayer,dance,circus
7722027264,1658,640,360,what was the groom doing when the bridge was giving her speech at the beginning of the video,looking at bride,11,TC,run,pull skirt up,looking at bride,pretend to punch him,get out of car
4254574573,975,640,360,why does the user touch the screen,to check the effects,2,CW,it is a barrier,hand gesture for bear,typing,live webcam,to check the effects
8655296645,1425,640,360,what does the lady in brown skirt do while the lady in jeans disappears from the video for a while,play with baby,8,TC,lean to the side,claps,look at ground,get in the pool,play with baby
8260341634,2697,640,360,how does the baby signal the woman to start moving at the start,tugs on her shirt,5,CH,holds his hand,jump,bite it,walk around,tugs on her shirt
13514394984,2667,640,360,why did the short hair girl stand up on the piano chair after playing the piano for awhile,get something from the piano top,0,CW,even out cake,to slide from left to right,prevent her from eating,get something from the piano top,make musical sound
2399344595,2280,500,375,where is this happening,kitchen,11,DL,karaoke room,hiking trail,kitchen,cycling trail,room
5782595661,2161,640,1138,what did the man do after touching the black setup at first,move backwards,6,TN,look at computer,move backwards,smiling,grab the book,eat the jelly
4337269702,1512,640,360,why does one of the small cat keep smelling the cushion in the middle of video,playing with it,3,CW,paw got wet,eating,playing with it,happy,change sitting position
2660007586,1104,500,375,why is there no other vehicles around the area where the lady stops,pavement to walk,8,CW,off road,pavement to walk,hot sun,instructors,do not want shoe to get wet
7835844714,1572,640,360,what does the lady in purple do after the boy and the girl in colorful shirt starts running at the end,walked to wards them,11,TN,dance,walked to wards them,runs with the fog,touch and pat the dog,touch the girl
5493209281,542,640,480,how did the rear light of the car light up near the end of the video,blink,1,CH,explode,dance,move to their positions,lay on the slide,blink
7173974984,1018,640,360,why did the dog stopped moving forward near the end of the video,man step on leash,9,CW,man step on leash,pick up ball,look at the lady sitting,eat the food,imbalanced
5614883965,1785,640,360,why did the adult touch the cabinet door after the baby sits down,prevent baby from bumping head,2,CW,resting,dance,pick up the white thing,prevent baby from bumping head,trying to reach the height
4438105322,313,640,480,why is the water white in the middle of the lake,waves,8,CW,ready to go boating,elephants are dirty,taking photo,prepare to jump into river,waves
3100579675,906,640,480,why are there two unused microphones placed on stage,set up,3,DO,set up,so he can walk around while singing,filming the performance,project sound louder,watching the performance
5350306994,1683,640,360,why did the baby put the bottle into his mouth after touching it,to drink,0,CW,to show he was finished,for fun,to lick it,to drink,to ask for more milk
8692968296,2697,640,360,how does the musician react to the crowd after his performance,wave hand to the crowd,5,TN,satisfactory,moves away from the microphone,engaged,applaud them,wave hand to the crowd
3654268385,828,640,480,why is there a boy standing beside the boys and not holding on to any puppets,support the others,4,CW,busy playing with baby,hot weather,support the others,instructors,to keep it dry
5384013796,1042,640,360,how did the man protect his eyes,sunglasses,1,DO,blindfold,cover with hands,spectacles,thick binoculars,sunglasses
6802113321,1408,568,320,why did the book fall off the baby s hand in the middle of her reading the book,lost grip,1,CW,boy hit book,lost grip,dog pull,book tear,book slippery
3091550860,1650,640,480,how did the man in hat show the bottle to the camera,pick up bottle,7,CH,take a drinlk,handles on the machine,riding the cycle,hug the woman,pick up bottle
2782675613,800,640,360,where is this happening,near a lake,5,DL,near a lake,outdoor,in the sea,river,trail
2738551693,1941,500,375,why was the man in white standing behind the trolley in the video,making noodles,7,CW,walk away,making noodles,pull the fish in,protect against the chemicala,play with the toys
5842920195,1756,640,480,why did the lady bend down at the end of the video,carry girl,4,CW,put something on the floor,drag the red box,carry girl,picking something,indicating to the camera man
5461088507,1464,640,480,what does the lady in black do after blowing a kiss to the camera at the end,clap,3,TN,laugh and run forward,clap,lift up her leg,touch baby s forehead,move mic to white scarf woman
2482994684,1284,500,283,what does the boy do when he first stretched his hand forward to the table,put the class down,3,TC,put the class down,go behind the purple pillar,look back,talk to boy,look at the laptop
5309902755,2052,640,480,what is the girl in white doing while the girl in black plays the violin,sitting on sofa,6,TC,dancing,look down,hit the drums,sitting on sofa,hula hoop acrobatics
6950739901,1065,640,480,why did the girl put her hands on the floor before she stands up,support herself,1,CW,support herself,clean floor,keep the broom stick,lost balance after dizzyness from spinning,get close to audience
5500850753,452,640,480,what did the lady in green do after she checked the steam,talk to the people,5,TN,raised up both hands,touch the toy,try to pull it open,talk to the people,take out clothes
3443791836,1619,640,480,what does the dog do after the lady finished playing with it,eat food,5,TN,eat food,happy,raise her hands,give food to girl,follow the action
3894379966,1683,640,360,what does the boy do after looking down at the start,bend his back,6,TN,walks away,sing,bend his back,eating,playing driving game
6096540713,2697,640,360,where are the people attending the event,classroom,10,DL,dance hall,office,grassland,bedroom,classroom
2824180578,1104,500,375,what does the man beside the orange sign do after a man walks in from the left in the middle,walks away,6,TN,turn and stand,touch water,talk to the shirtless man,walks away,pat the man on his shoulder
6037425775,577,640,360,why is the lady carrying flowers,part of outfit,2,CW,to dance with girl,for sale,she was asked to,let the baby smell,part of outfit
6215878304,1770,640,360,what is the animal,dog,0,DO,elephant,crocodile,lion,dog,giraffe
12754064355,750,640,360,what does the boy in stripes do after clapping in the middle,turn around,6,TN,tired,turn around,move his hands to other chair,laughs back,smiles
7585333734,1436,640,480,why did the boy in black sway in the video,enjoy the music,2,CW,to be audience,enjoy the music,playing piano,done playing change instrument,look at man in blue
8630772610,1605,640,360,why did one tiger get up the stone near the end of the video,escape from other tiger,4,CW,catch the chicken,jump into water,avoid getting hit,sunbath,escape from other tiger
5904877869,848,640,480,why did the man at the right clap his hands during the whole performance,keep the beat,1,CW,play music,keep the beat,focused,give intructions,celebrate his birthday
3954996353,1534,640,480,what does the man in white do when he walks onto the stage,clap hands,0,TC,sing,stares,pass paper to woman,does hand gesture,clap hands
5852331173,645,640,360,how did the ladies keep their sunglasses when they are not using it,put on head,1,CH,put inside bag,wear bib,hang on shirt,put on head,hold in hand
3229982634,885,640,480,why do the women laugh towards the end,happy,4,CW,playing with balloons,find their poses funny,read something fuuny,speak something interesting,happy
4435031690,993,640,480,what does the man with the camera wear on his head,helmet,1,TC,swimming cap,singing,helmet,bandana,sun glasses
3633333753,1197,640,480,what does the man with a cap who is seated down do with his hands near the end,pointed to the sea,4,TC,talk,hand gestures,arm rest,pointed to the sea,looks upward in surprise
4458207675,816,640,360,what did the black dog do after looking at the van for a while,walked to its left,3,TN,climb up metal step,wag tail,walked to its left,shifted its body,nod head
2580553233,837,480,360,what did the man do after he sat up from the sofa,point microphone away,6,TN,wave,happy,look around,get closer to baby,point microphone away
4682821606,1002,640,360,what roles do the man in the plan shirt and the man in green play in the activity,guide the tractor,2,TC,stand there,holding man in black,guide the tractor,swinging,construct toy structure
4284211659,1069,640,480,why does the child walk over to the sofa,climb sofa,0,CW,climb sofa,comfortable,playing with it,to find the dog,close to him
7368921690,918,640,360,why is the baby in pink moving around and opening her mouth,excited and playing,2,CW,eating,excited and playing,found it funny,choking,trying to speak
5621615066,1709,640,360,how did the man express his content effectively to the audience,use visuals and gestures,6,CH,pressing buttons,use visuals and gestures,focuses the camera on him,sing and play guitar,happy
2801868426,1313,500,282,how many people are cycling,three,1,DC,eleven,four,three,one,two
2715505162,2478,500,375,why are the girls laughing,fun activity,5,CW,gesturing,look good in camera,satisfied,playing,fun activity
2909445186,916,640,480,where could this be happening,outside the house,11,DL,garden,living room,farm,shop,outside the house
5128771839,1197,480,640,why do the children put up his hands at the beginning of the video,to put the safety bar,0,CW,boy played with him,yawn,to put the safety bar,balance to stand,to check the water level
3418521963,990,640,480,how does one know that the sheeps are domesticated,yellow tag on large sheep s ear,2,CH,yellow tag on large sheep s ear,became defensive and protective,by rubbing the sheep,wears helmet,food on table
4932338665,621,320,240,what did the brown dog do when the black dog first ran away,chase the dog,4,TC,chase the dog,fight back,mount the black dog,touch its face,bite and push
7517856842,1003,640,360,how does the lady in grey use the toy,play like chapteh,2,CH,train,throw it away,play like chapteh,stroke the dog,remote control
3495538595,486,640,360,how did the lady react when the man in black let go of the kite,start running,7,TC,point in front of her,sink,pick surfboard up,stand beside the swing,start running
4458565343,2561,640,428,why does the man in blue wear a cap,sunny,1,CW,hug dog,expressive,sledding,sunny,looks cool
6512025357,2510,640,1138,where is this happening,kitchen,9,DL,classroom,roadside,kitchen,by a lake,work place
6149161928,2690,640,480,why did the children wear party hats in the party,celebration,0,CW,photoshoott,fashion,celebration,celebrate national day,performing
3837320324,839,320,240,how many people are involved in the video,two,10,DC,one,six,two,three,five
4892615149,1657,640,360,what is the relationship between the baby and the boy,siblings,0,DO,father and child,teacher student,parent and child,siblings,parentoffsprng
4698087865,1340,320,240,how did the lady make music with the instrument in her hand,strum the guitar,0,CH,read from music sheet,hit instrument with sticks,look at the screen,big gesture,strum the guitar
7181597283,439,640,362,why did the man moved his hands around in front of the plane,direct the plane,8,CW,direct the plane,surrender,celebrate,free his hands for something,pick it up
5597037980,1205,320,240,why did the boy put the bottle in his mouth after taking it up from the table,to drink,2,CW,make his hand wet,to drink,easier for him to drink,part of performance,to wipe his face
4227122551,756,320,240,how many people are involved in the video,three,11,DC,four,five,three,two,one
4752875872,1559,640,480,where is this happening,backyard,8,DL,backyard,in the day,room,bus,swimming pool
4650318103,2440,640,480,what is the weather like,raining,0,DO,sunny,raining,sightseeing,discussion,concert
2443708558,774,640,480,why did the performers stay at one pose for a while,last pose,4,CW,last pose,get picture taken,dancing,more comfortable playing athe their spots,change posture to support baby
2399809077,2697,480,360,what did the hen do after the chicks wandered off,look around,6,TN,moves the food in her hand,eat food,run to fetch it,flip onto back,look around
3148635011,1300,640,480,what does the boy do after walking for a while at the end,pick up something else,8,TN,walk forward,look towards the right,illustrate his points,kiss the boy,pick up something else
6458302923,1340,640,360,what does the cat hold in her mouth,spoon,1,TC,spoon,lollipop,paper,sand,watch
6709738709,2072,640,360,why is the roof white,snowing,1,CW,light reflecting from lamps,painted white,from hailstone,snowing,sun reflection
9586602092,2089,640,480,how did the man in red react to the man in black talking to him,look at him,6,TC,sitting on chair,stands still on the left,turn back,took off goggles,look at him
4917446097,952,320,240,why are the people in the video moving their bodies,dancing,4,CW,hammock swinging,dancing,pretend to be something,photo taken,pedalling
7494795252,1549,640,1138,what does the boy do as the lady stands at the side,swing,3,TC,blue,lying down,stretch her hand out,swing,sofa sheets
5241603640,795,640,480,why do some boys dive and get up standing beside the pool,want to try again,2,CW,diving stance,help him walk,want to try again,kick ball,singing
9393719235,1417,640,360,what did the lady in black do after the two ladies are done talking,point towards the board,6,TN,claps,move mic to white scarf woman,point towards the board,look down and move to bicycle,walks to the boy
5875930220,2697,640,360,why did the man in black lift the container up at the end of the video,pour content out,9,CW,adjust the shape of the container,take a photo,to check the container,pour content out,put water in container
6789657160,830,480,640,why does the man at the counter wear face mask,hygiene,2,CW,painting a board,stylish,part of outfit,for fashion,hygiene
3359322044,908,320,240,where did the man in grey rest his hand before he started walking forward,tree,4,TP,tree,on his knees,at his chin,against wall,on the wall
9755380174,4261,640,360,what does the girl do after standing up,wave and dance,7,TN,looking down at piano keys,wave and dance,pass the stick to the boy,playing with sticks,cry
11261138255,873,640,1138,why did the girl kneel on the floor at the beginning of the video,lost balance and fell,1,CW,to reach book on floor,to pass the baby,take balloon away from baby,lost balance and fell,to help her get up
6977693305,595,640,426,what does the person do as the baby is seated down,feed baby,1,TC,sitting with hands down,kiss baby,pat his back,lying on the chair,feed baby
4590908780,456,640,360,what did the lady do while the boy is presenting,look at boy and listen,9,TC,sitting on the log,eating,look at boy and listen,flying kite,walk off
5703075703,825,640,360,what does the man in stripes do while the man in blue stands next to him,look at poster while sitting,0,TC,look at poster while sitting,pose,plays the drum,adjusting the rope,hold the man s hand
4571054955,719,320,240,where is this video taken,in house,6,DL,in house,park,train,dining table,dinning table
4442953867,2697,640,480,why did the girl throw the two toys sitting on the box to the floor at the beginning of the video,remove them from box,4,CW,to play with the baby,for support,get baby s attention,get ready to catch ball,remove them from box
7072821449,1242,568,320,what did the boy do after he kissed the girl s stomach,pat her stomach,5,TN,stand up,scratch head,pat her stomach,put it in his mouth,sway his body
2551683435,818,496,370,what happens to the balloon after the man steps on it the first time,bounce away,6,TN,bounce away,towards camera,happy,move boy,remove spectacles
3060710599,1047,320,240,why did the boy shake the plastic bag,remove the toy,1,CW,remove the toy,play with the bag,clean it,check the bag,take his food out
7209064294,1170,640,480,why did the girl wearing pink put her finger in her mouth after being turned to her left,hungry,4,CW,play with it,hungry,talking about it,check on friends,satisfied
3863283218,1695,640,480,what did the girl do after she touched the string attached to her chair,point finger,10,TN,drink,jump,point finger,put hand down,put string aside
3344099157,647,320,240,why is the lady looking at some sheets while playing the instrument,reading the chores,1,CW,control the music,refer to script,control the screen,reading the chores,express her words
7243131156,1297,480,720,why did the girl s expression change as her movements change,being dramatic,8,CW,looking around,follow where balloon bounce to,large crowd,being dramatic,to amuse the baby
3225620425,1274,640,480,why is the man in black the main person talking to the camera,introducing the activity line up,2,CW,learning,emcee talking to audience,imitate,control the ball,introducing the activity line up
12620917425,1815,512,288,how did the small elephants get to the river,run into river,4,CH,by the man sitting on top,run into river,leaning against wall,climb,dripping slowly
5659105022,1804,640,360,how does the woman in pink pick up the soccer ball at the end of the video,with her hands,4,CH,with tissue paper,with her hands,with tongs,ask man to pick up,ask girl to pick up
3953392688,839,320,240,what did the boy in blue tried to do after he saw the boy in green jumped up the bed,follow the boy in green,9,TN,follow the boy in green,run towards the baby,slide down,grab toy,went into the house
3525082926,1036,640,360,what did the man do as he walked back to get another ball,shake his head,2,TC,shake his head,look at ball,bring jacket away,chase,runs toward the ball
2612683715,606,640,480,how many people are there,two,4,DC,eleven,two,four,six,one
8319941339,318,640,1138,how does the boy listen to what he plays,headphones,5,CH,using his phone,on the internet,computer,ipad,headphones
5088084660,723,640,360,why did the girl bend forward in themiddle of the video,to get closer to camera,4,CW,to get closer to camera,support baby,pick up hat,to talk loudler,adjust the posture of the girl
2834058581,1173,500,375,what did the girl in purple do after the boy in grey walked away,she hi-five with man,11,TN,stand up,move balloons towards him,step on water hole,she hi-five with man,hug the lady
4889389323,1118,640,362,how did the lady protect the girl from hot sun while the girl was tying her shoelaces,shelter umbrella over her,3,TC,pick out clothes for girl,hold girl with her hands,pushed it,guide woman with her hand,shelter umbrella over her
4983786005,2697,352,288,how did the boy prevent himself from sliding down the slope,set the brake,3,CH,raise his hands,move them to vshape position,set the brake,hold the child,hand near the boy
6110761249,1802,640,480,how did the boy carry the baby off the car,grab baby s body,7,CH,the dog helped,an adult helped,use their hands,grab baby s body,with a stroller
5873391334,2697,640,480,what do the girls wear in their hair while dancing,hair band,5,TC,a tie,hair band,a comb,walking,start crying
7273870336,1305,640,480,why does the lady on the right hold a book up,refer to lyrics,2,CW,not her turn,they sing in turn,refer to lyrics,sing different parts,swinging to the music
4573348751,2078,640,480,what activity are the people in the video doing,making music,10,TC,drawing,eyebrows threading,paragliding,trekking,making music
7004267908,849,640,360,why is the green shirt woman pressing something in front of her while the pink shirt woman scoop thing,mash the food,1,CW,acting,mash the food,show thr room,turn on the television,turn on the light
2773995762,1084,500,375,why are there plants in the water,aquatic plants,0,CW,aquatic plants,water coming from sprinkler,displaced water when they jump,animation,hold for balance
5312036289,2158,640,360,what does the boy do as the girl placed the ball into the hole,touch the toy,4,TC,give ball to the lady,talk,turn to look behind her,falls off,touch the toy
10682761273,1492,640,360,why does the small brown dog refrain from approaching the plate when the two dogs are around the plate,not aggressive like the others,3,CW,shake hands,to pick the food up,not aggressive like the others,think it is food,salivating to food
3208857440,1624,640,480,did they wrap the hamster before burying it,no,3,TP,play with the other cat,runs away,went under sofa,no,shock
